id,text,emotion,intensity,gender,age
309,"When, after a week at school, a teacher sent a note home saying á that my son was inattentive and unable to do his lessons.",anger,4,female,31
310,When I thought that it was going to be impossible for me to start á studying (due to wrong information from the student advisor).,sadness,4,female,31
311,"At a certain person's lack of cleanliness, at home and á personally.",disgust,2,female,31
312,"When I made the same mistake that I had accused someone else of, and á this was obvious to a third pereson.",shame,1,female,31
313,When I lost something that was valuable to my sister.,guilt,4,female,31
314,When my son was born.,joy,3,male,32
315,When I nearly drowned in icy water wearing ice skates.  It was á difficult to get out.,fear,3,male,32
316,When I was pointed out as a problem child in primary school and á my mother took the teacher's point of view.,anger,3,male,32
317,When I was accused of neglecting work for the wrong reasons.,sadness,3,male,32
318,"My parents attitude towards each other when they should become á reconciled, despite my father's long-time addiction.",disgust,2,male,32
319,When I was caught stealing money from my father.,shame,4,male,32
320,I stole a coconut cake from a reception table and when I put á in my mouth I realized that the host was watching me.,guilt,4,male,32
321,When I was reprimanded by the manager of the hotel where I á worked during Autumn 1984.,fear,2,male,21
322,When my parents drove me to a nearby place and went home á immediately instead of waiting a few hours.  They could have á easily waited.,anger,3,male,21
323,When my ex-girlfriend and I discovered that there was a certain risk á of her being pregnant.,sadness,2,male,21
324,When I was about to clean the draining board and saw it looked á underneath the sink (I live in a students hostel).,disgust,3,male,21
325,When my mother caught me masturbating.,shame,3,male,21
326,"As the only person in my family into academics, I ought to have á looked after my younger (and only) sister better, with respect to á her education and life experiences.",guilt,2,male,21
327,When my older sister told us that she was thinking of joining the á rest of the family for the winter sports holiday.,joy,2,female,21
328,Slept in a chapel and in the middle of the night I realized that á there was someeone else in the chapel.  I never discovered who á it was and why he was there.,fear,3,female,21
329,"When we were in high school a few guys sometimes provoked a á friend of mine.  They called her a pig and then grunted.  This á irritated most of the girls.  Once, one of the girls got angry at á my friend and said something nasty and this made me terribly á angry.",anger,4,female,21
330,I talked to my boyfriend on the phone when I was in high spirits á and had a lot to tell him.  I had been looking forward to this á conversation and he did not listen to me to the extent that I á had anticipated.,sadness,1,female,21
331,A mother who shouts at her child for nothing.,disgust,1,female,21
332,"When I complained to my mother about how untidy the kitchen á loooked, she boxed my ears ( this had never happened before).",shame,3,female,21
333,"As I could not be home before midnight I called home at 11.30 and á asked them to leave the door open so that I could get in.  I á actually woke up the whole family by calling them so late.  My á mother could not go back to sleep, besides she had a conference   á the next day and really needed to sleep.",guilt,2,female,21
334,When I got through the first day here at the department.,joy,4,female,21
335,When I was cycling past a parked car someone opened the door and á nearly pushed me off my bike and into the traffic.,fear,4,female,21
336,When my boyfriend sat up half the night playing computer games á with a friend.,anger,3,female,21
337,When I had to leave my mother and my sister after a week's visit.,sadness,4,female,21
338,When I saw a big spider from very close.,disgust,4,female,21
339,When I asked a friend to return the money that I had loaned her á and then remembered that she had repayed me in several ways.,shame,3,female,21
340,When one of my parents insinuates something about the other á (they are divorced).,guilt,3,female,21
341,When i was asked to be a child's godmother.,joy,4,female,35
342,On the way down a ski slope which was difficult and steep.,fear,2,female,35
343,When my mother interfered in my life.,anger,3,female,35
344,When I was left alone one week-end without being prepared for á it.,sadness,2,female,35
345,The first time that I saw a surgeon cut off a leg and put it in a á black rubbish bag.,disgust,2,female,35
346,When I forgot about a meeting at work.,shame,2,female,35
347,When I demand too much from my friends.,guilt,2,female,35
348,When my husband suddenly came to see me at my new job and á brought some flowers and cake with him.,joy,4,female,32
349,When I was nearly attackad by a man who had been chasing me.,fear,4,female,32
350,"When my father asked me if I was a communist, at the same time he á made it clear that I should no longer see myself as his daughter.",anger,4,female,32
351,"When I applied for a job which I thought I had a good chance of á getting, I was not even granted an interview and did not get the á job.",sadness,4,female,32
352,T.V features showing the violation of defenceless people.,disgust,4,female,32
353,When I as a child of 9 or 10 I was playing doctor with the á neighbours boys their mother caught us.,shame,2,female,32
354,When my husband talked about the restrictions he will have to á accept in his life to make our marriage work.  I felt that it was á directed at me as it was me who had demanded the changes.  We á were with a marriage counsellor then.,guilt,3,female,32
